GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs34095326	19	45395619	rs2075650	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cognitive impairment test score	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	TOMM40	TOMM40			10452			rs2075650-?	rs2075650	0	2075650	intron_variant	0		9E-9	8.045757490560675		2.722685	[NR] unit decrease	Illumina [575353]	N
14	rs11668327	19	45398633	rs11668327	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs11668327-?	rs11668327	0	11668327	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs283808	19	45400747	rs61679753	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs61679753-?	rs61679753	0	61679753	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs35568738	19	45402718	rs35568738	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs35568738-?	rs35568738	0	35568738	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs77301115	19	45403216	rs115881343	2014-08-02	24468470	Zhang C	2013-12-26	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/24468470	Genetic susceptibility to accelerated cognitive decline in the US Health and Retirement Study.	Cognitive decline (age-related)	5,765 European ancestry individuals, 890 African American individuals	NA	19q13.32	TOMM40	TOMM40			10452			rs115881343-?	rs115881343	0	115881343	intron_variant	0	0.026	4E-9	8.397940008672037	(EA)	0.044	[.02931-.0585] unit decrease	Illumina [1530316]	N
14	chr19:45406538:I	19	45403412	rs1160985	2012-11-02	22939635	Reiner AP	2012-08-28	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/22939635	Genome-wide association and population genetic analysis of C-reactive protein in African American and Hispanic American women.	C-reactive protein	8,280 African American female individuals, 3,548 Hispanic female individuals	3,787 African American female individuals, 3,548 Hispanic female individuals, 5,656 European ancestry individuals	19q13.32	TOMM40	TOMM40			10452			rs1160985-C	rs1160985	0	1160985	intron_variant	0	0.366	4E-13	12.397940008672037	(AA women)	0.1343	[NR] unit decrease	Affymetrix [up to 2203609] (imputed)	N
14	chr19:45406538:I	19	45403412	rs1160985	2013-11-29	23726366	Coram MA	2013-05-29	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23726366	Genome-wide characterization of shared and distinct genetic components that influence blood lipid levels in ethnically diverse human populations.	LDL cholesterol	7,861 African American individuals, 3,425 Hispanic individuals	7,138 African American individuals	19q13.32	APOE	TOMM40			10452			rs1160985-C	rs1160985	0	1160985	intron_variant	0	0.365	2E-21	20.69897000433602	(AA)	6.772	[NR] unit increase	Affymetrix [NR]	N
14	chr19:45406538:I	19	45403412	rs1160985	2014-08-02	24386095	Zhou L	2013-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24386095	A genome wide association study identifies common variants associated with lipid levels in the Chinese population.	Lipid traits	3,451 Han Chinese ancestry individuals	8,830 Han Chinese ancestry individuals	19q13.32	TOMM40	TOMM40			10452			rs1160985-T	rs1160985	0	1160985	intron_variant	0	0.37	4E-13	12.397940008672037	(LDL)	0.127	[0.084-0.170] mmol/L decrease	Affymetrix, Illumina [up to 2249917] (imputed)	N
14	chr19:45406538:I	19	45403412	rs1160985	2016-11-24	26763881	Kurano M	2016-01-14	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/26763881	Genome-wide association study of serum lipids confirms previously reported associations as well as new associations of common SNPs within PCSK7 gene with triglyceride.	LDL cholesterol levels	2,994 Japanese ancestry individuals	6,805 Korean ancestry individuals	19q13.32	APOE, TOMM40	TOMM40			10452			rs1160985-?	rs1160985	0	1160985	intron_variant	0	NR	3E-6	5.522878745280337		0.16	[0.095-0.225] unit decrease	Illumina [1294241]	N
14	chr19:45406538:I	19	45403412	rs1160985	2017-03-31	27694959	Bonder MJ	2016-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27694959	The effect of host genetics on the gut microbiome.	Gut microbiota (functional units)	984 European ancestry individuals	530 European ancestry individuals	19q13.32	TOMMC40, APOE	TOMM40			10452			rs1160985-T	rs1160985	0	1160985	intron_variant	0	NR	2E-6	5.698970004336019	(GO:0004812|MF|05|aminoacyl-tRNA ligase activity)	4.723705	Z-score increase	Illumina [8100000] (imputed)	N
14	chr19:45406538:I	19	45403412	rs1160985	2017-03-31	27694959	Bonder MJ	2016-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27694959	The effect of host genetics on the gut microbiome.	Gut microbiota (functional units)	984 European ancestry individuals	530 European ancestry individuals	19q13.32	TOMMC40, APOE	TOMM40			10452			rs1160985-T	rs1160985	0	1160985	intron_variant	0	NR	6E-7	6.221848749616356	(GO:0006222|BP|08|UMP biosynthetic process)	4.9816666	Z-score increase	Illumina [8100000] (imputed)	N
14	chr19:45406538:I	19	45403412	rs1160985	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid AB1-42 levels	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	Intergenic	TOMM40			10452			rs1160985-?	rs1160985	0	1160985	intron_variant	0		3E-6	5.522878745280337		131.1304	[NR] unit decrease	Illumina [575353]	N
14	chr19:45406538:I	19	45403412	rs1160985	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid p-Tau181p:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	Intergenic	TOMM40			10452			rs1160985-?	rs1160985	0	1160985	intron_variant	0		2E-6	5.698970004336019		0.005514577	[NR] unit increase	Illumina [575353]	N
14	chr19:45406538:I	19	45403412	rs1160985	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid t-tau:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	Intergenic	TOMM40			10452			rs1160985-?	rs1160985	0	1160985	intron_variant	0		8E-7	6.096910013008056		0.05343805	[NR] unit increase	Illumina [575353]	N
14	chr19:45406538:I	19	45403412	rs1160985	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cognitive impairment test score	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	Intergenic	TOMM40			10452			rs1160985-?	rs1160985	0	1160985	intron_variant	0		3E-7	6.522878745280337		2.021683	[NR] unit increase	Illumina [575353]	N
14	chr19:45406538:I	19	45403858	rs760136	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs760136-?	rs760136	0	760136	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs405697	19	45404691	rs405697	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs405697-?	rs405697	0	405697	3_prime_UTR_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs72654472	19	45405499	rs141864196	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40			10452			rs141864196-?	rs141864196	0	141864196	3_prime_UTR_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs72654472	19	45405499	rs141864196	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	19q13.32	NR	TOMM40			10452			rs141864196-?	rs141864196	0	141864196	3_prime_UTR_variant	0	NR	2E-6	5.698970004336019				Affymetrix [7795605] (imputed)	N
14	rs449647	19	45408564	rs449647	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40 - APOE	10452	348		1618	442	rs449647-?	rs449647	0	449647	intergenic_variant	1	NR	2E-58	57.69897000433602				Affymetrix [7795605] (imputed)	N
14	rs449647	19	45408564	rs449647	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	19q13.32	NR	TOMM40 - APOE	10452	348		1618	442	rs449647-?	rs449647	0	449647	intergenic_variant	1	NR	2E-58	57.69897000433602				Affymetrix [7795605] (imputed)	N
14	rs769446	19	45408628	rs769446	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	TOMM40 - APOE	10452	348		1682	378	rs769446-?	rs769446	0	769446	intergenic_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs769446	19	45408628	rs769446	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Low density lipoprotein cholesterol	72,866 Japanese ancestry individuals	NA	19q13.32	APOE	TOMM40 - APOE	10452	348		1682	378	rs769446-?	rs769446	0	769446	intergenic_variant	1	NR	3E-322	321.52287874528037		0.5141	[0.49-0.54] unit decrease novel	Illumina [6108953] (imputed)	N
14	rs769446	19	45408628	rs769446	2018-07-30	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Total cholesterol levels	128,305 Japanese ancestry individuals	NA	19q13.32	APOE	TOMM40 - APOE	10452	348		1682	378	rs769446-?	rs769446	0	769446	intergenic_variant	1	NR	6E-187	186.22184874961636		0.2845	[0.27-0.3] unit decrease novel	Illumina [6108953] (imputed)	N
14	chr19:45406538:I	19	45408836	rs405509	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	19q13.32		TOMM40 - APOE	10452	348		1890	170	rs405509-T	rs405509	0	405509	intergenic_variant	1	0.4834	2E-8	7.698970004336019	(conditional-joint)	0.0079	[0.0052-0.0106] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
14	rs7256200	19	45410002	rs769449	2008-06-22	18439548	Ridker PM	2008-04-24	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/18439548	Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.	C-reactive protein	6,345 European ancestry female individuals	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	9E-21	20.045757490560675		0.26	[NR] mg/dl decrease	Illumina [336108]	N
14	rs7256200	19	45410002	rs769449	2013-09-27	23562540	Cruchaga C	2013-04-04	Neuron	www.ncbi.nlm.nih.gov/pubmed/23562540	GWAS of cerebrospinal fluid tau levels identifies risk variants for Alzheimer's disease.	Alzheimer's disease biomarkers	591 European ancestry cases, 687 European ancestry controls		19q13.32	APOE, TOMM40	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	2E-16	15.698970004336019	(tau)	0.082	[NR] unit increase	Illumina [5815690] (imputed)	N
14	rs7256200	19	45410002	rs769449	2013-09-27	23562540	Cruchaga C	2013-04-04	Neuron	www.ncbi.nlm.nih.gov/pubmed/23562540	GWAS of cerebrospinal fluid tau levels identifies risk variants for Alzheimer's disease.	Alzheimer's disease biomarkers	591 European ancestry cases, 687 European ancestry controls		19q13.32	APOE, TOMM40	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	2E-18	17.69897000433602	(ptau)	0.091	[NR] unit increase	Illumina [5815690] (imputed)	N
14	rs7256200	19	45410002	rs769449	2014-08-02	24468470	Zhang C	2013-12-26	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/24468470	Genetic susceptibility to accelerated cognitive decline in the US Health and Retirement Study.	Cognitive decline (age-related)	5,765 European ancestry individuals, 890 African American individuals	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	0.116	5E-19	18.30102999566398	(EA)	0.0315	[0.02457-0.03835] unit decrease	Illumina [1530316]	N
14	rs7256200	19	45410002	rs769449	2016-09-12	26421299	Li J	2015-09-03	Biomed Res Int	www.ncbi.nlm.nih.gov/pubmed/26421299	Genetic Interactions Explain Variance in Cingulate Amyloid Burden: An AV-45 PET Genome-Wide Association and Interaction Study in the ADNI Cohort.	Cingulate cortical amyloid beta load	215 European ancestry early mild cognitive impairment cases, 152 European ancestry late mild cognitive impairment cases, 45 European ancestry Alzheimer disease cases, 190  European ancestry controls	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	5E-17	16.30102999566398				Illumina [582718]	N
14	rs7256200	19	45410002	rs769449	2016-12-01	27015805	Pilling LC	2016-03-23	Aging (Albany NY)	www.ncbi.nlm.nih.gov/pubmed/27015805	Human longevity is influenced by many genetic variants: evidence from 75,000 UK Biobank participants.	Parental longevity (combined parental age at death)	45,627 middle-aged British individuals	NA	19q13.32	NR	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	2E-7	6.698970004336019		0.058581	[0.036-0.081] unit increase	Affymetrix [9658292] (imputed)	N
14	rs7256200	19	45410002	rs769449	2017-05-11	28031287	Sasayama D	2016-11-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28031287	Genome-wide quantitative trait loci mapping of the human cerebrospinal fluid proteome.	Cerebrospinal fluid biomarker levels	133 Japanese ancestry individuals.	NA	19q13.32	NR	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	2E-9	8.698970004336019	Apolipoprotein E (isoform E2)			Illumina [514227]	N
14	rs7256200	19	45410002	rs769449	2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal P-tau181p levels	3,146 individuals	NA	19q13.32	APOE, TOMM40, PVRL2, APOC1	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	0.191	5E-33	32.30102999566398		0.079	[0.067-0.091] unit increase	Illumina [7358575] (imputed)	N
14	rs7256200	19	45410002	rs769449	2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal T-tau levels	3,146 individuals	NA	19q13.32	APOE, APOC1, TOMM40, PVRL2	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	0.191	4E-29	28.397940008672037		0.078	[0.064-0.092] unit increase	Illumina [7358575] (imputed)	N
14	rs7256200	19	45410002	rs769449	2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal fluid AB1-42 levels	3,146 individuals	NA	19q13.32	APOE, BCAM, PVRL2, TOMM40	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	0.191	5E-94	93.30102999566398		0.101	[0.091-0.111] unit decrease	Illumina [7358575] (imputed)	N
14	rs7256200	19	45410002	rs769449	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid AB1-42 levels	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		2E-30	29.69897000433602				Illumina [563980]	N
14	rs7256200	19	45410002	rs769449	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid t-tau levels	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		8E-11	10.096910013008056				Illumina [563980]	N
14	rs7256200	19	45410002	rs769449	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid t-tau:AB1-42 ratio	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		6E-22	21.221848749616356				Illumina [563980]	N
14	rs7256200	19	45410002	rs769449	2017-10-02	28800603	Arpawong TE	2017-08-11	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28800603	Genetic variants specific to aging-related verbal memory: Insights from GWASs in a population-based cohort.	Verbal memory performance (residualized delayed recall level)	7,486 European ancestry individuals aged 50 years or older	6,898 European ancestry individuals aged 50 years or older	19q13.32	TOMM40, APOE, PVRL2	APOE			348			rs769449-A	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	3E-12	11.522878745280337			unit decrease	Illumina [at least 1198956] (imputed)	N
14	rs7256200	19	45410002	rs769449	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid AB1-42 levels	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		1E-18	18.0		301.1457	[NR] unit increase	Illumina [575353]	N
14	rs7256200	19	45410002	rs769449	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid p-Tau181p:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		6E-24	23.221848749616356		0.01467512	[NR] unit decrease	Illumina [575353]	N
14	rs7256200	19	45410002	rs769449	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid t-tau:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		4E-26	25.397940008672037		0.1421661	[NR] unit decrease	Illumina [575353]	N
14	rs7256200	19	45410002	rs769449	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cognitive impairment test score	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOE	APOE			348			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0		2E-14	13.698970004336019		3.677384	[NR] unit decrease	Illumina [575353]	N
14	rs7256200	19	45411941	rs429358	2010-02-12	20100581	Shen L	2010-01-22	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20100581	Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.	Brain imaging	175 European ancestry Alzheimer cases, 354 European ancestry amnestic mild cognitive impairment cases, 204 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-7	7.0	(multiple phenotypes)			Illumina [530992]	N
14	rs7256200	19	45411941	rs429358	2010-02-12	20100581	Shen L	2010-01-22	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20100581	Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.	Brain imaging	175 European ancestry Alzheimer cases, 354 European ancestry amnestic mild cognitive impairment cases, 204 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-9	9.0	(grey matter density of the right hippocampus)			Illumina [530992]	N
14	rs7256200	19	45411941	rs429358	2011-01-12	21123754	Kim S	2010-12-01	Neurology	www.ncbi.nlm.nih.gov/pubmed/21123754	Genome-wide association study of CSF biomarkers Abeta1-42, t-tau, and p-tau181p in the ADNI cohort.	Alzheimer's disease biomarkers	96 European ancestry Alzheimer disease cases, 176 European ancestry individuals with mild cognitive impairment, 102 European ancestry controls	NA	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-6	6.0	(AB1-42, p-tau181p, p-tau181p/AB1-42, t-tau/AB1-42)			Illumina [322557]	N
14	rs7256200	19	45411941	rs429358	2013-06-06	23419831	Ramanan VK	2013-02-19	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23419831	APOE and BCHE as modulators of cerebral amyloid deposition: a florbetapir PET genome-wide association study.	Alzheimer's disease biomarkers	555 European ancestry individuals	NA	19q13.32	APOE	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.28	5E-14	13.301029995663981	(Cortical Ab)			Illumina [6108668] (imputed)	N
14	rs7256200	19	45411941	rs429358	2015-04-01	25027320	Ramirez A	2014-07-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25027320	SUCLG2 identified as both a determinator of CSF Aβ1-42 levels and an attenuator of cognitive decline in Alzheimer's disease.	Cerebrospinal AB1-42 levels in Alzheimer's disease dementia	363 European ancestry individuals	515 individuals	19q13.32	APOE	APOE			348			rs429358-?	rs429358	0	429358	missense_variant	0	0.442	4E-17	16.397940008672037		0.4	[0.30-0.50] unit decrease	Illumina [6812394] (imputed)	N
14	rs7256200	19	45411941	rs429358	2015-07-28	25188341	Beecham GW	2014-09-04	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25188341	Genome-wide association meta-analysis of neuropathologic features of Alzheimer's disease and related dementias.	Lewy body disease	up to 3,526 individuals	NA	19q13.32	APOE, LOC100129500	APOE			348			rs429358-C	rs429358	0	429358	missense_variant	0	0.732	1E-12	12.0	(Ordinal I)	0.4997	[0.36-0.64] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
