ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000073008	PVR	19	45147098	45166850	1	protein_coding	5817	PVR	5.51101308161619e-07	-0.732916848	900	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276	14
ENSG00000186567	CEACAM19	19	45165545	45187631	1	protein_coding	56971	CEACAM19	5.7765093789489e-07	0.414157593	904	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276	14
ENSG00000213892	CEACAM16	19	45202421	45213986	1	protein_coding	388551	CEACAM16	0.0295802581415047	-0.586640098	952	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257	14
ENSG00000069399	BCL3	19	45250962	45263301	1	protein_coding	602	BCL3	0.86217268510329	NA	1047	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504	14
ENSG00000142273	CBLC	19	45281126	45303891	1	protein_coding	23624	CBLC	0.000182989540193376	-0.348046092	1047	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504	14
ENSG00000187244	BCAM	19	45312328	45324673	1	protein_coding	4059	BCAM	0.0368511835228543	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000130202	PVRL2	19	45349432	45392485	1	protein_coding	5819	PVRL2	0.531937435077773	-0.314456223	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000130204	TOMM40	19	45393826	45406946	1	protein_coding	10452	TOMM40	0.963682323765023	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000130203	APOE	19	45409011	45412650	1	protein_coding	348	APOE	0.0345335830833016	-0.237445173	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000130208	APOC1	19	45417504	45422606	1	protein_coding	341	APOC1	0.0507382728810443	-0.105569458	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000224916	APOC4-APOC2	19	45445495	45452822	1	protein_coding	100533990	APOC4-APOC2	NA	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000267467	APOC4	19	45445495	45452820	1	protein_coding	346	APOC4	0.000150692347626422	0.337274035	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000234906	APOC2	19	45449243	45452822	1	protein_coding	344	APOC2	0.0227961322934307	0.388732718	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
