GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000130720	9	133777825	133814673	193	30	455258	-0.18959	0.57519	FIBCD1
ENSG00000050555	9	133884469	133969860	380	50	455258	-0.24451	0.59658	LAMC3
ENSG00000126878	9	133971863	133998539	88	19	455258	-1.7096	0.95633	AIF1L
ENSG00000126883	9	134000948	134110057	253	15	455258	0.15806	0.4372	NUP214
ENSG00000126882	9	134133463	134151934	53	13	455258	0.90652	0.18233	FAM78A
ENSG00000160539	9	134165081	134184649	70	7	455258	-0.74305	0.77128	PPAPDC3
ENSG00000130723	9	134269480	134375584	301	22	455258	0.21853	0.41351	PRRC2B
ENSG00000130714	9	134378289	134399193	91	7	455258	0.55206	0.29045	POMT1
ENSG00000130717	9	134399188	134406655	27	8	455258	-0.80894	0.79073	UCK1
ENSG00000107263	9	134452157	134615461	611	39	455258	-0.68868	0.75449	RAPGEF1
ENSG00000160563	9	134735494	134955295	472	52	455258	0.27741	0.39073	MED27
ENSG00000196358	9	135037334	135119921	253	30	455258	0.69199	0.24447	NTNG2
ENSG00000107290	9	135136743	135230372	424	19	455258	-0.31617	0.62407	SETX
ENSG00000125482	9	135251008	135282209	90	16	455258	-0.79767	0.78747	TTF1
ENSG00000188523	9	135285430	135448704	583	78	455258	-0.96218	0.83202	C9orf171
ENSG00000125492	9	135457572	135465653	16	7	455258	-1.3103	0.90496	BARHL1
ENSG00000125485	9	135468384	135545788	231	37	455258	0.3365	0.36825	DDX31
ENSG00000125484	9	135545422	135570342	97	10	455258	-0.29247	0.61504	GTF3C4
ENSG00000165695	9	135600965	135754164	560	52	455258	-0.61571	0.73096	AK8
ENSG00000165698	9	135753414	135765588	23	10	455258	-0.30246	0.61885	C9orf9
ENSG00000165699	9	135766735	135820020	167	28	455258	-0.5698	0.71559	TSC1
ENSG00000165702	9	135820932	135867083	231	58	455258	-0.42479	0.6645	GFI1B
ENSG00000148308	9	135906076	135933890	92	15	455258	1.474	0.070238	GTF3C5
ENSG00000170835	9	135937365	135947248	12	7	455258	1.8917	0.029268	CEL
ENSG00000160271	9	135973107	136039301	232	40	455258	0.061323	0.47555	RALGDS
ENSG00000148288	9	136028340	136039332	48	13	455258	-1.517	0.93537	GBGT1
ENSG00000171102	9	136080664	136084630	20	8	455258	-1.1078	0.86603	OBP2B
ENSG00000148296	9	136197552	136203235	20	8	455258	-2.045	0.97957	SURF6
ENSG00000148297	9	136205160	136214986	33	13	455258	-2.3966	0.99173	MED22
ENSG00000148303	9	136215069	136218281	16	5	455258	-0.75048	0.77352	RPL7A
ENSG00000148290	9	136218610	136223552	22	8	455258	-1.2679	0.89759	SURF1
ENSG00000148291	9	136223428	136228045	23	7	455258	-1.164	0.87779	SURF2
ENSG00000148248	9	136228325	136242970	55	12	455258	-1.9369	0.97362	SURF4
ENSG00000198870	9	136243117	136271220	111	8	455258	-1.2082	0.88652	C9orf96
ENSG00000148300	9	136271186	136283164	71	8	455258	-1.2161	0.88802	REXO4
ENSG00000160323	9	136279478	136324508	201	31	455258	-2.049	0.97977	ADAMTS13
ENSG00000160325	9	136325089	136335970	36	10	455258	-0.77381	0.78048	CACFD1
ENSG00000160326	9	136336217	136344259	26	9	455258	-1.7296	0.95815	SLC2A6
ENSG00000187616	9	136379708	136393734	41	12	455258	-0.74098	0.77065	TMEM8C
ENSG00000197859	9	136397286	136440641	94	21	455258	1.752	0.039887	ADAMTSL2
ENSG00000123454	9	136501482	136524466	150	32	455258	0.38514	0.35007	DBH
ENSG00000123453	9	136528682	136605077	343	43	455258	-0.50084	0.69176	SARDH
ENSG00000160293	9	136627016	136857726	1341	107	455258	-0.084936	0.53384	VAV2
ENSG00000169925	9	136895427	136933657	189	30	455258	-0.13241	0.55267	BRD3
ENSG00000196363	9	137000487	137025093	185	13	455258	1.3254	0.092519	WDR5
ENSG00000186350	9	137208944	137332431	478	39	455258	1.759	0.039288	RXRA
ENSG00000130635	9	137533620	137736686	1166	98	455258	0.55736	0.28864	COL5A1
ENSG00000160339	9	137772654	137779924	50	11	455258	-0.31891	0.6251	FCN2
ENSG00000085265	9	137801431	137809809	43	8	455258	-0.76991	0.77932	FCN1
ENSG00000130558	9	137967268	138013025	261	43	455258	0.14256	0.44332	OLFM1
ENSG00000269408	9	138150512	138151275	5	2	455258	0.23545	0.40693	AL390778.1
ENSG00000178243	9	138235095	138238408	13	3	455258	0.21183	0.41612	C9orf62
ENSG00000196422	9	138370925	138380739	31	5	455258	0.12462	0.45041	PPP1R26
ENSG00000160345	9	138387027	138393580	23	4	455258	0.099195	0.46049	C9orf116
ENSG00000122140	9	138391830	138396519	22	7	455258	-0.13607	0.55412	MRPS2
ENSG00000160349	9	138413284	138418378	27	9	455258	1.1729	0.12042	LCN1
ENSG00000122136	9	138437985	138441815	42	5	455258	-0.44088	0.67035	OBP2A
ENSG00000122133	9	138453602	138458801	25	7	455258	-0.68817	0.75433	PAEP
ENSG00000204007	9	138515502	138531386	94	17	455258	1.0086	0.15658	GLT6D1
ENSG00000148386	9	138555168	138558268	12	6	455258	0.98756	0.16168	LCN9
ENSG00000165643	9	138585253	138591374	46	9	455258	-0.11408	0.54541	SOHLH1
ENSG00000107147	9	138594031	138684992	478	54	455258	-0.19262	0.57637	KCNT1
ENSG00000130559	9	138700333	138799074	214	30	455258	0.49962	0.30867	CAMSAP1
ENSG00000130560	9	138824815	138853226	115	14	455258	-0.33415	0.63087	UBAC1
ENSG00000148411	9	138898383	138987131	377	59	455258	-0.51951	0.6983	NACC2
ENSG00000238227	9	139006427	139010731	12	6	455258	-0.67572	0.75039	C9orf69
ENSG00000107187	9	139088096	139096955	27	9	455258	-0.89168	0.81372	LHX3
ENSG00000165661	9	139098179	139137687	144	23	455258	-0.75508	0.7749	QSOX2
ENSG00000160360	9	139221932	139254057	149	25	455258	-0.23355	0.59233	GPSM1
ENSG00000213221	9	139253932	139258241	22	7	455258	0.91269	0.1807	DNLZ
ENSG00000187796	9	139256355	139268133	45	13	455258	1.1114	0.1332	CARD9
ENSG00000165684	9	139270029	139293249	103	16	455258	0.74853	0.22707	SNAPC4
ENSG00000165689	9	139296377	139305061	71	15	455258	0.80566	0.21022	SDCCAG3
ENSG00000165688	9	139305110	139318213	51	11	455258	1.1738	0.12024	PMPCA
ENSG00000148384	9	139323071	139334274	61	11	455258	0.28669	0.38717	INPP5E
ENSG00000148396	9	139334549	139372141	114	22	455258	-0.21841	0.58645	SEC16A
ENSG00000196366	9	139377947	139380518	5	3	455258	-0.73359	0.7684	C9orf163
ENSG00000148400	9	139388896	139440314	182	35	455258	0.35583	0.36099	NOTCH1
ENSG00000172889	9	139553308	139567130	44	9	455258	0.76067	0.22343	EGFL7
ENSG00000169692	9	139567595	139581875	44	12	455258	0.8861	0.18778	AGPAT2
ENSG00000165716	9	139607022	139618502	55	13	455258	0.14539	0.4422	FAM69B
ENSG00000187922	9	139632619	139637808	17	2	455258	-2.0853	0.98148	LCN10
ENSG00000204003	9	139632619	139642905	30	6	455258	-0.4675	0.67993	LCN6
ENSG00000267206	9	139638463	139642980	12	7	455258	1.2556	0.10463	LCN6
ENSG00000204001	9	139648838	139652678	25	4	455258	-0.78003	0.78231	LCN8
ENSG00000177984	9	139654086	139660707	25	3	455258	-0.54252	0.70627	LCN15
ENSG00000244187	9	139685807	139687709	8	3	455258	-1.0078	0.84323	TMEM141
ENSG00000272896	9	139685831	139695047	34	7	455258	0.47473	0.31749	RP11-216L13.17
ENSG00000213213	9	139690802	139702193	29	6	455258	-0.01922	0.50767	CCDC183
ENSG00000196642	9	139702374	139735639	53	8	455258	-1.0104	0.84385	RABL6
ENSG00000232434	9	139738867	139741797	1	1	455258	-1.3709	0.9148	C9orf172
ENSG00000054148	9	139743176	139745488	9	4	455258	-1.4799	0.93055	PHPT1
ENSG00000177943	9	139745395	139755249	12	5	455258	-0.066894	0.52667	MAMDC4
ENSG00000107223	9	139756571	139760738	10	5	455258	-0.051096	0.52038	EDF1
ENSG00000127191	9	139776364	139821059	131	10	455258	-0.59217	0.72313	TRAF2
ENSG00000159069	9	139834887	139839148	9	4	455258	-0.021521	0.50859	FBXW5
ENSG00000176919	9	139839698	139841426	12	3	455258	-0.208	0.58238	C8G
ENSG00000184925	9	139844003	139849949	29	7	455258	-0.93075	0.82401	LCN12
ENSG00000198454	9	139863695	139866442	18	2	455258	-0.87377	0.80888	C9orf141
ENSG00000107317	9	139871956	139879887	22	5	455258	-0.79044	0.78536	PTGDS
ENSG00000214402	9	139876356	139880862	13	3	455258	-0.36949	0.64412	LCNL1
ENSG00000148362	9	139886870	139888436	2	1	455258	-0.068045	0.52713	C9orf142
ENSG00000169583	9	139889087	139891255	4	2	455258	-0.70306	0.75899	CLIC3
ENSG00000107331	9	139901686	139923367	49	13	455258	-0.46234	0.67808	ABCA2
ENSG00000180539	9	139921916	139931234	24	5	455258	0.86426	0.19372	C9orf139
ENSG00000180549	9	139924626	139927462	10	4	455258	0.43807	0.33067	FUT7
ENSG00000107281	9	139933922	139940655	16	7	455258	0.021271	0.49151	NPDC1
ENSG00000054179	9	139942550	139948497	25	9	455258	-0.070203	0.52798	ENTPD2
ENSG00000186193	9	139956581	139965040	31	6	455258	0.2348	0.40718	SAPCD2
ENSG00000197355	9	139971953	139978991	12	5	455258	0.79603	0.21301	UAP1L1
ENSG00000268996	9	139980807	139981121	1	1	455258	-0.67859	0.7513	AL807752.1
ENSG00000177239	9	139981379	140003635	55	12	455258	-0.065701	0.52619	MAN1B1
ENSG00000176978	9	140004994	140009629	16	5	455258	0.17972	0.42869	DPP7
ENSG00000176884	9	140032842	140063207	63	13	455258	0.43562	0.33156	GRIN1
ENSG00000184709	9	140063210	140064503	3	2	455258	0.55908	0.28805	LRRC26
ENSG00000185863	9	140065310	140066861	2	1	455258	-0.83061	0.7969	TMEM210
ENSG00000176248	9	140069236	140082989	36	6	455258	-0.44013	0.67008	ANAPC2
ENSG00000176101	9	140083099	140084822	4	1	455258	-0.86407	0.80623	SSNA1
ENSG00000176058	9	140086069	140098645	16	3	455258	-0.083951	0.53345	TPRN
ENSG00000187713	9	140098534	140100090	2	1	455258	0.49575	0.31004	TMEM203
ENSG00000188566	9	140100147	140111461	33	8	455258	-1.6121	0.94653	NDOR1
ENSG00000212864	9	140114707	140116033	2	1	455258	-1.4319	0.92391	RNF208
ENSG00000197191	9	140119087	140120763	4	2	455258	-1.2575	0.89572	C9orf169
ENSG00000233198	9	140122018	140124090	8	4	455258	-0.20464	0.58107	RNF224
ENSG00000198569	9	140125209	140131006	19	8	455258	0.32153	0.3739	SLC34A3
ENSG00000188229	9	140135665	140138159	4	2	455258	-0.18987	0.57529	TUBB4B
ENSG00000188163	9	140138036	140142222	9	4	455258	1.2101	0.11312	FAM166A
ENSG00000197768	9	140145713	140147934	7	3	455258	0.47355	0.31791	C9orf173
ENSG00000188986	9	140149625	140167998	75	8	455258	-0.063415	0.52528	NELFB
ENSG00000198113	9	140172201	140177093	7	4	455258	0.41	0.3409	TOR4A
ENSG00000198435	9	140194083	140196703	3	2	455258	-0.62681	0.73461	NRARP
ENSG00000187609	9	140201348	140317714	354	60	455258	1.1455	0.12599	EXD3
ENSG00000188747	9	140317802	140328858	39	7	455258	1.1493	0.12521	NOXA1
ENSG00000188833	9	140328816	140336268	15	6	455258	-0.23447	0.59269	ENTPD8
ENSG00000165802	9	140342022	140353786	16	7	455258	-0.36077	0.64087	NSMF
ENSG00000130653	9	140354404	140444986	175	42	455258	0.29311	0.38472	PNPLA7
ENSG00000182154	9	140445651	140447007	1	1	455258	-1.217	0.8882	MRPL41
ENSG00000148399	9	140449356	140473387	39	9	455258	0.39692	0.34571	DPH7
ENSG00000165724	9	140476531	140484942	21	4	455258	0.16465	0.43461	ZMYND19
ENSG00000197070	9	140500106	140509812	23	5	455258	0.61927	0.26787	ARRDC1
ENSG00000203993	9	140509784	140513358	2	1	455258	0.31131	0.37778	C9orf37
ENSG00000181090	9	140513444	140764468	894	54	455258	1.1298	0.12929	EHMT1
ENSG00000148408	9	140772241	141019076	569	35	455258	1.0335	0.15069	CACNA1B
ENSG00000173876	10	92828	120103	97	17	455258	-0.16438	0.56528	TUBB8
ENSG00000015171	10	180405	300577	302	25	455258	0.62507	0.26596	ZMYND11
ENSG00000151240	10	320130	735683	1429	66	455258	0.63891	0.26144	DIP2C
ENSG00000180525	10	695888	711109	24	6	455258	1.5115	0.065333	PRR26
ENSG00000107929	10	855484	977564	347	19	455258	-1.3695	0.91458	LARP4B
ENSG00000205740	10	1017097	1034281	69	15	455258	-0.26868	0.60591	AL359878.1
ENSG00000107937	10	1034338	1065876	136	19	455258	0.31189	0.37756	GTPBP4
ENSG00000148377	10	1064847	1071799	42	13	455258	0.36843	0.35627	IDI2
ENSG00000067064	10	1085848	1095110	40	9	455258	1.2159	0.11202	IDI1
ENSG00000047056	10	1095478	1178237	376	36	455258	0.62309	0.26661	WDR37
ENSG00000185736	10	1228073	1779670	2921	228	455258	0.45002	0.32635	ADARB2
ENSG00000067057	10	3108525	3179904	677	77	455258	1.0984	0.136	PFKP
ENSG00000107959	10	3179920	3215003	225	32	455258	1.0468	0.14759	PITRM1
ENSG00000067082	10	3818188	3827473	32	14	455258	0.65952	0.25478	KLF6
ENSG00000165568	10	4828821	4890254	483	47	455258	-0.86802	0.80731	AKR1E2
ENSG00000187134	10	4934796	5025475	467	36	455258	-0.59846	0.72523	AKR1C1
ENSG00000151632	10	5029967	5060223	193	28	455258	-0.55417	0.71027	AKR1C2
ENSG00000196139	10	5077546	5149878	464	49	455258	0.75999	0.22363	AKR1C3
ENSG00000196326	10	5196335	5244449	271	19	455258	1.1417	0.1268	AKR1CL1
ENSG00000198610	10	5237425	5260912	153	13	455258	0.52343	0.30034	AKR1C4
ENSG00000178473	10	5406972	5416169	42	8	455258	0.00010077	0.49996	UCN3
ENSG00000178462	10	5435061	5446793	49	7	455258	-0.48519	0.68623	TUBAL3
ENSG00000173848	10	5454514	5500426	113	12	455258	-1.1416	0.87319	NET1
ENSG00000178372	10	5540658	5541533	3	1	455258	-0.52488	0.70017	CALML5
ENSG00000178363	10	5566924	5568225	5	2	455258	-0.87335	0.80876	CALML3
ENSG00000196372	10	5680830	5708558	186	47	455258	-1.3788	0.91602	ASB13
ENSG00000108021	10	5726801	5805703	296	30	455258	-1.6448	0.95	FAM208B
ENSG00000057608	10	5807186	5884095	308	38	455258	-1.6451	0.95002	GDI2
ENSG00000134461	10	5903580	5931869	173	26	455258	-0.76194	0.77695	ANKRD16
ENSG00000134452	10	5931535	5979556	231	31	455258	-0.36748	0.64337	FBXO18
ENSG00000134470	10	5990855	6020150	191	40	455258	1.3926	0.081876	IL15RA
ENSG00000134460	10	6052652	6104288	293	46	455258	1.2395	0.10759	IL2RA
ENSG00000134453	10	6130950	6159420	145	34	455258	0.23446	0.40731	RBM17
ENSG00000170525	10	6186881	6277495	516	108	455258	0.45733	0.32372	PFKFB3
ENSG00000212743	10	6392278	6394723	5	2	455258	1.943	0.026005	DKFZP667F0711
ENSG00000065675	10	6469105	6622263	550	68	455258	1.1416	0.12681	PRKCQ
ENSG00000198879	10	7200586	7453450	1132	90	455258	0.39625	0.34596	SFMBT2
ENSG00000123243	10	7601232	7708961	544	66	455258	0.655	0.25623	ITIH5
ENSG00000151655	10	7745232	7791483	248	42	455258	-1.1307	0.8709	ITIH2
ENSG00000151657	10	7792925	7829990	173	28	455258	-1.4369	0.92463	KIN
ENSG00000165629	10	7830092	7849778	96	18	455258	0.35889	0.35984	ATP5C1
ENSG00000165632	10	7860467	8058590	833	46	455258	0.96102	0.16827	TAF3
ENSG00000107485	10	8095567	8117161	90	15	455258	1.6162	0.053026	GATA3
ENSG00000048740	10	11047259	11378674	1458	118	455258	-1.8876	0.97046	CELF2
ENSG00000148429	10	11495945	11653753	524	34	455258	1.6008	0.054714	USP6NL
ENSG00000134463	10	11784365	11806069	172	14	455258	-0.097879	0.53899	ECHDC3
ENSG00000148426	10	11865338	11914276	177	30	455258	0.33375	0.36929	PROSER2
ENSG00000151461	10	11962021	12085169	487	26	455258	-0.68786	0.75423	UPF2
ENSG00000181192	10	12110971	12165224	220	26	455258	0.084321	0.4664	DHTKD1
ENSG00000065665	10	12171636	12211960	147	12	455258	0.21384	0.41534	SEC61A2
ENSG00000165609	10	12207324	12238143	82	20	455258	0.015432	0.49384	NUDT5
ENSG00000151465	10	12237964	12292588	200	29	455258	-0.074247	0.52959	CDC123
ENSG00000183049	10	12391481	12877545	2477	214	455258	-0.9455	0.8278	CAMK1D
ENSG00000151468	10	12938627	13141652	1112	106	455258	-0.2203	0.58718	CCDC3
ENSG00000123240	10	13141449	13180291	139	27	455258	-0.32076	0.6258	OPTN
ENSG00000065328	10	13203554	13253104	223	43	455258	-1.6766	0.95319	MCM10
ENSG00000165623	10	13263767	13276334	82	20	455258	-1.1666	0.87831	UCMA
ENSG00000107537	10	13319796	13344412	126	19	455258	1.7631	0.03894	PHYH
ENSG00000226209	10	13350145	13350447	1	1	455258	-0.57041	0.7158	AL138764.1
ENSG00000086475	10	13359424	13390297	147	19	455258	1.8589	0.03152	SEPHS1
ENSG00000165626	10	13480484	13570974	383	33	455258	-1.0305	0.84862	BEND7
ENSG00000165630	10	13628927	13672868	141	26	455258	-1.2302	0.89069	PRPF18
ENSG00000239665	10	13652047	13710299	328	27	455258	-1.7716	0.96177	RP11-295P9.3
ENSG00000151474	10	13685706	14504141	4389	310	455258	0.051136	0.47961	FRMD4A
ENSG00000065809	10	14560556	14816896	1297	110	455258	-0.864	0.80621	FAM107B
ENSG00000185267	10	14861249	14880574	55	18	455258	0.2606	0.3972	CDNF
ENSG00000187522	10	14880163	14913740	72	18	455258	0.85206	0.19709	HSPA14
ENSG00000152455	10	14920819	14946314	63	22	455258	-0.26358	0.60395	SUV39H2
ENSG00000152457	10	14939358	14996431	195	44	455258	-0.84647	0.80135	DCLRE1C
ENSG00000197889	10	15001438	15030049	209	15	455258	-0.55373	0.71012	MEIG1
ENSG00000152463	10	15074226	15115851	221	37	455258	0.52228	0.30074	OLAH
ENSG00000176244	10	15119522	15130775	74	17	455258	0.34164	0.36631	ACBD7
ENSG00000176236	10	15137384	15139318	6	3	455258	-0.65219	0.74286	C10orf111
ENSG00000152464	10	15139179	15181817	225	31	455258	0.11604	0.45381	RPP38
ENSG00000152465	10	15144583	15210692	310	33	455258	0.12276	0.45115	NMT2
ENSG00000148468	10	15253642	15413061	706	66	455258	-0.27497	0.60833	FAM171A1
ENSG00000077943	10	15555948	15762124	783	53	455258	0.7075	0.23963	ITGA8
ENSG00000148481	10	15820169	15902519	267	11	455258	0.78384	0.21657	FAM188A
ENSG00000165983	10	16478942	16555736	338	24	455258	-0.50746	0.69408	PTER
ENSG00000165985	10	16555742	16564004	33	7	455258	0.70037	0.24185	C1QL3
ENSG00000148484	10	16632610	16859527	964	91	455258	-1.6417	0.94967	RSU1
ENSG00000107611	10	16865963	17171830	1563	105	455258	-1.9373	0.97365	CUBN
ENSG00000107614	10	17184253	17244053	268	13	455258	-0.71395	0.76237	TRDMT1
ENSG00000026025	10	17270258	17279592	21	8	455258	-0.83201	0.7973	VIM
ENSG00000148488	10	17360382	17496329	909	46	455258	-0.83286	0.79754	ST8SIA6
ENSG00000165996	10	17631958	17659376	113	20	455258	-1.1808	0.88115	PTPLA
ENSG00000136738	10	17686124	17757913	346	20	455258	-0.56931	0.71543	STAM
ENSG00000148483	10	17794251	17842867	10	6	455258	1.1385	0.12745	TMEM236
ENSG00000183748	10	17851362	17953178	22	9	455258	-0.4001	0.65546	MRC1L1
ENSG00000184040	10	18041218	18089855	6	3	455258	0.86878	0.19248	TMEM236
ENSG00000120586	10	18098352	18200091	4	2	455258	-0.87314	0.80871	MRC1
ENSG00000148482	10	18240768	18332221	595	49	455258	-0.44485	0.67179	SLC39A12
ENSG00000165995	10	18429606	18830798	2085	140	455258	-0.30354	0.61926	CACNB2
ENSG00000241058	10	18834490	18940551	513	23	455258	1.3195	0.093503	NSUN6
ENSG00000271786	10	18931405	18944123	47	9	455258	1.6197	0.052645	RP11-139J15.7
ENSG00000165997	10	18948334	18970568	88	19	455258	1.3221	0.093062	ARL5B
ENSG00000204740	10	19492779	20079330	3060	109	455258	-0.2032	0.58051	MALRD1
ENSG00000120594	10	20105168	20578785	2475	109	455258	-1.5096	0.93442	PLXDC2
ENSG00000078114	10	21068902	21463116	1350	85	455258	-0.72854	0.76686	NEBL
ENSG00000204683	10	21414692	21435488	40	11	455258	1.3806	0.0837	C10orf113
ENSG00000204682	10	21781587	21786191	10	4	455258	1.2507	0.10552	CASC10
ENSG00000180592	10	21802407	21814611	11	5	455258	0.72824	0.23323	SKIDA1
ENSG00000078403	10	21823094	22032559	265	41	455258	0.96798	0.16653	MLLT10
ENSG00000136770	10	22045466	22292698	516	26	455258	1.324	0.09275	DNAJC1
ENSG00000223601	10	22497743	22498950	6	2	455258	0.72514	0.23418	EBLN1
ENSG00000148444	10	22604903	22609235	5	3	455258	-0.59373	0.72365	COMMD3
ENSG00000269897	10	22605317	22618471	11	6	455258	-0.029331	0.5117	COMMD3-BMI1
ENSG00000168283	10	22610140	22620413	7	4	455258	0.55882	0.28814	BMI1
ENSG00000077327	10	22634399	22743153	226	21	455258	-0.45306	0.67475	SPAG6
ENSG00000150867	10	22823778	23003484	757	41	455258	2.1038	0.017699	PIP4K2A
ENSG00000165309	10	23216953	23326518	363	33	455258	2.807	0.0025003	ARMC3
ENSG00000148450	10	23384435	23410942	86	17	455258	-0.2504	0.59886	MSRB2
ENSG00000168267	10	23481256	23483181	4	2	455258	1.2017	0.11475	PTF1A
ENSG00000204566	10	23492745	23528745	83	21	455258	-0.48055	0.68458	C10orf115
ENSG00000179133	10	23556124	23633774	209	27	455258	-0.51564	0.69695	C10orf67
ENSG00000165312	10	23728198	23731308	6	3	455258	1.5311	0.062875	OTUD1
ENSG00000120549	10	23983675	24836772	3100	169	455258	-1.0961	0.86349	KIAA1217
ENSG00000107863	10	24872538	25012597	321	33	455258	-0.99481	0.84009	ARHGAP21
ENSG00000099256	10	25137536	25241533	434	47	455258	-0.30507	0.61984	PRTFDC1
ENSG00000151023	10	25270908	25305089	91	15	455258	-1.379	0.91605	ENKUR
ENSG00000185875	10	25305587	25315593	40	8	455258	-0.89185	0.81376	THNSL1
ENSG00000151025	10	25463991	25891155	2187	69	455258	-0.41738	0.6618	GPR158
ENSG00000095777	10	26223196	26501456	1543	32	455258	0.54057	0.2944	MYO3A
ENSG00000136750	10	26505236	26593487	343	19	455258	0.52724	0.29901	GAD2
ENSG00000077420	10	26727132	26856732	556	65	455258	-0.28719	0.61302	APBB1IP
ENSG00000148459	10	26986588	27035727	216	30	455258	0.13276	0.44719	PDSS1
ENSG00000136754	10	27035522	27150016	498	33	455258	0.015024	0.49401	ABI1
ENSG00000107890	10	27280843	27389421	534	29	455258	-0.79931	0.78795	ANKRD26
ENSG00000136758	10	27399383	27444195	215	22	455258	-0.58218	0.71978	YME1L1
ENSG00000120539	10	27443753	27475853	154	19	455258	-0.99408	0.83991	MASTL
ENSG00000107897	10	27484146	27531059	372	18	455258	0.36836	0.3563	ACBD5
ENSG00000182077	10	27687116	27703297	154	21	455258	1.5573	0.059694	PTCHD3
ENSG00000099246	10	27793197	27831143	112	18	455258	0.48844	0.31262	RAB18
ENSG00000150051	10	27961804	28034989	308	30	455258	0.14983	0.44045	MKX
ENSG00000169126	10	28064115	28287977	740	41	455258	-0.23291	0.59209	ARMC4
ENSG00000150054	10	28339922	28623415	1463	49	455258	-0.38381	0.64944	MPP7
ENSG00000095787	10	28821422	28912041	208	23	455258	3.1021	0.0009609	WAC
ENSG00000095739	10	28966271	28971868	19	6	455258	2.1217	0.016933	BAMBI
ENSG00000204365	10	29135337	29170827	189	19	455258	-0.28599	0.61256	C10orf126
ENSG00000120563	10	29577990	29607257	238	33	455258	0.9907	0.16092	LYZL1
ENSG00000197321	10	29746267	30025710	1469	108	455258	1.2364	0.10816	SVIL
ENSG00000165757	10	30301729	30404423	399	46	455258	0.20726	0.4179	KIAA1462
ENSG00000107951	10	30598730	30663377	258	22	455258	-1.3778	0.91587	MTPAP
ENSG00000107968	10	30722866	30750762	68	11	455258	0.18877	0.42514	MAP3K8
ENSG00000151033	10	30900718	30918691	114	17	455258	-1.3825	0.91659	LYZL2
ENSG00000183621	10	31109136	31320866	876	38	455258	1.6312	0.051422	ZNF438
ENSG00000148516	10	31607424	31818742	419	22	455258	2.2119	0.013486	ZEB1
ENSG00000165322	10	32094365	32217742	375	26	455258	-0.40415	0.65695	ARHGAP12
ENSG00000170759	10	32297938	32345359	131	18	455258	0.39322	0.34708	KIF5B
ENSG00000120616	10	32556679	32667726	460	34	455258	0.67374	0.25024	EPC1
ENSG00000216937	10	32735068	32863492	597	30	455258	-0.021859	0.50872	CCDC7
ENSG00000150076	10	32832297	33171802	1654	36	455258	-0.20562	0.58146	C10ORF68
ENSG00000150093	10	33189247	33294720	387	39	455258	1.1808	0.11885	ITGB1
ENSG00000099250	10	33466420	33625190	709	73	455258	2.8649	0.0020859	NRP1
ENSG00000148498	10	34398488	35104253	2205	89	455258	-0.21396	0.58471	PARD3
ENSG00000108094	10	35297479	35379570	264	14	455258	2.1828	0.014525	CUL2
ENSG00000095794	10	35415719	35501886	244	15	455258	1.9847	0.02359	CREM
ENSG00000108100	10	35535953	35860852	670	36	455258	2.2651	0.011755	CCNY
ENSG00000177291	10	35894338	35897863	16	5	455258	0.32724	0.37174	GJD4
ENSG00000177283	10	35927177	35930362	6	4	455258	0.74314	0.2287	FZD8
ENSG00000229644	10	36810649	36813162	7	3	455258	0.091641	0.46349	NAMPTL
ENSG00000148513	10	37414785	37673039	844	36	455258	-0.16618	0.56599	ANKRD30A
ENSG00000256892	10	37890366	37891859	9	3	455258	-0.5381	0.70475	MTRNR2L7
ENSG00000198105	10	38091751	38147034	255	16	455258	0.13427	0.4466	ZNF248
ENSG00000175395	10	38238500	38265561	103	18	455258	0.45961	0.3229	ZNF25
ENSG00000189180	10	38299578	38354016	220	27	455258	0.015228	0.49393	ZNF33A
ENSG00000075407	10	38383264	38414472	159	14	455258	-0.26688	0.60522	ZNF37A
ENSG00000225119	10	38717074	38736820	51	9	455258	-0.44273	0.67102	LINC00999
ENSG00000196693	10	43084555	43133992	205	30	455258	0.31476	0.37647	ZNF33B
ENSG00000165733	10	43278249	43330385	218	26	455258	1.4393	0.075038	BMS1
ENSG00000165731	10	43572475	43625799	256	25	455258	1.1197	0.13141	RET
ENSG00000169826	10	43633934	43680756	148	20	455258	0.45507	0.32453	CSGALNACT2
ENSG00000198915	10	43689983	43762367	342	29	455258	0.17798	0.42937	RASGEF1A
ENSG00000150201	10	43867090	43871783	13	6	455258	0.13413	0.44665	FXYD4
ENSG00000169813	10	43881065	43904614	92	16	455258	0.78548	0.21609	HNRNPF
ENSG00000243660	10	43932282	43991517	222	25	455258	0.14239	0.44339	ZNF487
ENSG00000196793	10	44051792	44070066	55	8	455258	-0.18766	0.57443	ZNF239
ENSG00000198298	10	44101855	44113351	54	11	455258	-0.25031	0.59883	ZNF485
ENSG00000169740	10	44139307	44144304	19	5	455258	1.524	0.063757	ZNF32
ENSG00000107562	10	44793038	44881941	473	54	455258	1.4151	0.078523	CXCL12
ENSG00000269515	10	44873687	44878739	29	9	455258	0.24038	0.40502	AL137026.1
ENSG00000187783	10	45406648	45432450	114	22	455258	0.34529	0.36494	TMEM72
ENSG00000107551	10	45454855	45491339	134	28	455258	-0.66133	0.7458	RASSF4
ENSG00000165507	10	45466429	45474258	34	7	455258	-0.22023	0.58715	C10orf10
ENSG00000165511	10	45493146	45496336	8	5	455258	-0.20848	0.58257	C10orf25
